file,year,suggested_category,confidence,score_mid1,score_mid2,score_final
./assets/analytical_chem/analytical2/quiz/class25/quiz_14th_may_2024_answers.pdf,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_16th_april_2024_answers.docx,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_16th_april_2024_answers.pdf,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_23rd_april_2024_answers.docx,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_23rd_april_2024_answers.pdf,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_5th_march_2024_answers.docx,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_5th_march_2024_answers.pdf,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_9th_april_2024_answers.docx,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class25/quiz_9th_april_2024_answers.pdf,2024,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_11th_march_2025_answers.docx,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_11th_march_2025_answers.pdf,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_13th_may_2025_answers.docx,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_13th_may_2025_answers.pdf,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_1st_apr_2025_answers.docx,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_1st_apr_2025_answers.pdf,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_4th_march_2025_answers.docx,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_4th_march_2025_answers.pdf,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_6th_may_2025_answers.docx,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_6th_may_2025_answers.pdf,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_8th_april_2025_answers.docx,2025,unknown,0,0,0,0
./assets/analytical_chem/analytical2/quiz/class26/quiz_8th_april_2025_answers.pdf,2025,unknown,0,0,0,0

最後結果,數量
mid1,6
mid2,6
final,5
unknown,82
total,99
